time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
2.880000000000002,0.0493767382057,0.884987146859,19.3265580087,0.0416666707008,6.23160391745,0.0,0.419742739343,0.885347343402,5.58722911177,0.00290030543177,-0.0163539812258,0.0,497.81498929473565,495.36280491178434,494.76284798071896,496.2395236484314
2.940000000000002,0.0754256829831,0.938786523426,19.6608169844,0.041639167121,6.230530813,0.0,0.448646201565,0.907971793304,5.55487810193,-0.00820386068975,-0.0211377463957,0.0,425.65097041956045,425.2413524353902,424.43049799484317,423.47623410285547
3.000000000000002,0.103292413891,0.993990540831,19.9943614646,0.0411050851677,6.22906667865,0.0,0.480360543483,0.932106988695,5.5632138168,-0.0103342162919,-0.0318945567495,0.0,438.5177570603245,437.6230224813405,437.32042959192154,437.1430317233818
3.0600000000000023,0.133213878628,1.05072481919,20.3306806671,0.0408072384507,6.227443211,0.0,0.517171436013,0.958966324746,5.64699111569,0.00405188740961,-0.018811870156,0.0,460.7302490393864,461.76345361869835,460.90170073355654,462.0375611721339
3.1200000000000023,0.165140862518,1.10889639966,20.6678709025,0.041247581079,6.2264119161,0.0,0.547158794486,0.980117861774,5.59293075884,0.0132139896791,-0.0141243109524,0.0,418.46678773869587,418.8747732138691,417.408892547287,418.2077601096191
3.1800000000000024,0.199165512926,1.16854987492,21.0067788316,0.0416618688665,6.22542148686,0.0,0.587055786703,1.00836878443,5.70342377689,-0.0103360195227,-0.0217582222193,0.0,469.77434784083783,469.18203300933465,471.05944027059275,469.2344380586606
3.2400000000000024,0.235610047039,1.22990362435,21.3523866093,0.040497600161,6.22418144175,0.0,0.627857233605,1.03664513595,5.81624386371,-0.0520126375796,-0.0185706642174,0.0,471.91199340810994,472.1580599060829,472.882422513644,469.6603180341896
3.3000000000000025,0.274125020596,1.29264597624,21.6979781387,0.0373606345311,6.22293316372,0.0,0.656089041369,1.05455482113,5.70404826419,-0.0528283455612,-0.0256950851199,0.0,400.9496296396407,400.30164279032573,400.0834174059582,400.0070198096376
3.3600000000000025,0.314356800055,1.35641822889,22.0369142296,0.0344206782062,6.22116421779,0.0,0.685116790235,1.0709774926,5.59436892304,-0.0422721990009,-0.0384009366503,0.0,400.45368585015353,399.29556929733184,399.43709141123026,400.3970108992391
3.4200000000000026,0.356619867423,1.42127633924,22.3734707189,0.0326894373797,6.21858766442,0.0,0.723860855867,1.0907552038,5.62401640806,-0.0104567944461,-0.0540682677592,0.0,446.6420205538036,445.3610947686656,442.8154516380812,445.4249935496485
3.4800000000000026,0.401512101124,1.48741967811,22.715709938,0.0318107486423,6.21602262888,0.0,0.772804858116,1.1139058387,5.78312132371,-0.0247145432699,-0.0264686003079,0.0,483.474990250569,485.54929571766286,485.1652669070873,484.09353441836464
3.5400000000000027,0.449187401019,1.55483150276,23.0644674534,0.030287487834,6.21450355558,0.0,0.816494681461,1.13299089564,5.84180944599,-0.0267689473207,-0.0231107160865,0.0,456.2061480823836,456.47414400322896,456.155568429791,455.99135704818536
3.6000000000000028,0.499589457986,1.62338998068,23.4178662815,0.0283046546787,6.21293949388,0.0,0.863681993669,1.15208855036,5.93763574806,-0.050160003335,-0.0327560450582,0.0,468.2041413300456,467.45287259643396,469.39664808754355,467.5770912247476
3.660000000000003,0.552782800503,1.69301714383,23.7759804817,0.0252377214465,6.21102357304,0.0,0.909587412095,1.16850167609,5.99916739994,-0.0530978780464,-0.0303331746561,0.0,458.0900558034243,458.2823794929794,459.5060601597075,459.2714824702604
3.720000000000003,0.608670422001,1.76353327529,24.1364654182,0.0219391827234,6.20899485587,0.0,0.953491962223,1.1817289248,6.01689194691,-0.0590220844716,-0.041878728298,0.0,446.8494632905277,445.90660352653595,445.5742992535654,445.08758357948136
3.780000000000003,0.667292004783,1.83479661153,24.4988378569,0.018329844927,6.20653566137,0.0,1.00076975779,1.19336072481,6.06193224271,-0.062523881314,-0.0392598913207,0.0,454.521828892357,454.7308631607542,454.7516908406875,454.46856974521586
3.840000000000003,0.728917246461,1.90671379475,24.8654884137,0.0148687438902,6.20399598923,0.0,1.0536050185,1.20349080873,6.15920784173,-0.0494379615969,-0.0493023711261,0.0,471.17941051032676,470.40134769397014,470.7617915933288,471.7713222676122
3.900000000000003,0.793569532687,1.97913292695,25.2355212571,0.0123361587742,6.20049603631,0.0,1.10173330866,1.21022437933,6.17510057256,-0.0306869548138,-0.0905759816361,0.0,448.6961734796235,445.3290803673504,446.6116973439001,448.13775497042707
3.960000000000003,0.86102144777,2.05188890926,25.6046042775,0.0107190172819,6.19504250438,0.0,1.14711633674,1.21483205153,6.12786029245,-0.0203710197338,-0.0915317885952,0.0,426.8620969681872,426.77320235859736,427.0359259648913,427.9149777441492
4.020000000000002,0.931145466753,2.12487906018,25.9692923261,0.00946621404067,6.18941780554,0.0,1.19079468937,1.21808251067,6.02887333611,-0.0219179654891,-0.0985820717275,0.0,408.6578165063367,408.0203995641741,410.30845316692205,410.1710305652345
4.080000000000001,1.00426695417,2.19807289125,26.3311266276,0.00793638770371,6.18373876603,0.0,1.24708526493,1.22158155933,6.03216596703,-0.0338384528011,-0.0877678241895,0.0,441.7759790163443,442.6592498369603,442.58758623105206,441.6050349636341
4.14,1.08100353981,2.27145642339,26.6945397511,0.00550971614222,6.17868943572,0.0,1.31124985596,1.22432059838,6.08125629873,-0.0588759952006,-0.0777684682946,0.0,456.58459112594755,457.37619093034226,457.50156602474334,455.50231398507134
4.199999999999998,1.161790543,2.34495768237,27.0619103358,0.00323840752584,6.17452483382,0.0,1.38202471979,1.22543916484,6.16390066936,-0.0132045980845,-0.0564780561522,0.0,466.4058823846104,468.06248229870397,466.3585554100509,469.9119484490695
